Time	SecL	RPM	MAP	Boost psi	TPS	TPSADC	MAF	MAFload	MAF volts	MAF Freq	AFR	MAT	CLT	Engine	Batt V	EGO cor1	Fuel: Air cor	Fuel: Warmup cor	Fuel: Baro cor	Fuel: Total cor	Fuel: Accel enrich	Fuel: Accel PW	VE1	PW	Duty Cycle1	VE2	PW2	Duty Cycle2	Seq PW1	Seq PW2	Seq PW3	Seq PW4	Seq PW5	Seq PW6	Seq PW7	Seq PW8	SPK: Spark Advance	SPK: Knock retard	Knock in	SPK: Cold advance	SPK: Traction retard	SPK: CEL retard	SPK: Fuel cut retard	SPK: External advance	SPK: Base Spark Advance	SPK: Idle Correction Advance	SPK: MAT Retard	SPK: Flex Advance	SPK: Spark Table 1	SPK: Spark Table 2	SPK: Spark Table 3	SPK: Spark Table 4	SPK: Revlim Retard	SPK: ALS Timing	SPK: Launch Timing	SPK: 3-step Timing	SPK: Launch VSS Retard	Dwell	Barometer	PWM Idle duty	Closed-loop idle target RPM	Closed-loop idle RPM error	Boost duty	Boost target 1	AFR 1 Target	AFR 2 Target	AFR 1 Error	AFR 2 Error	TPSdot	MAPdot	RPMdot	Wall fuel1	Wall fuel2	EAE1	EAE2	Load	Secondary load	Ign load	Secondary ign load	EAE load	AFR load	Injector timing pri	Injector timing sec	 Sensor 16 	canin1_8	canout1_8	canout9_16	Timing err	Lost sync count	Lost sync reason	Fuel flow cc/min	VSS1	VSS2	VSS1 ms-1	VSS2 ms-1	MPG(USA)	MPG(UK)	Gear	VSS1dot	VSS2dot	Status1	Status2	Status3	Status4	Status5	Status5s	Status6	Status7	Status8	TPS accel	MAP accel	Total accel	Launch retard timer	Launch timed retard	porta	portb	porteh	portk	portmj	portp	portt	CEL status	CEL status2	CEL error code	Fuel Temp2	Fuel Pressure2_kPa	Fuel Pressure2_psi	Fuel Pressure2_bar	Fuel temperature cor	Fuel pressure cor	Engine in cruise state	Engine accelerating slowly	Engine accelerating quickly	Engine decelerating slowly	Engine decelerating quickly	Engine in overrun	Engine idling	TC slip * time	Loop	CAN error bits	CAN error count	Power	Torque
s	s	RPM	kPa		%	ADC	g/sec	kPa	V		AFR	°F	°F	bit	v	%	%	%	%	%	%	ms	%	ms	%	%	ms	%	ms	ms	ms	ms	ms	ms	ms	ms	deg	deg	%	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	deg	ms	kPa	%	rpm	rpm	%	%	AFR	AFR			%/s	kPa/s	rpm/sec	uS	uS	%	%	kPa	%	%	%	kPa	kPa	deg	deg					%			cc/min	MPH	MPH	ms-1	ms-1				ms-2	ms-2										%	%	%	s	deg	bit	bit	bit	bit	bit	bit	bit	bit	bit	bit	°C	kPa	psi	bar	%	%												HP	lbft
22.887	150	4154	13.3	-12.4	-2.5	342	0.00	0.0	0.000	30	14.10	77.4	177.9	1	13.5	99.0	99.3	100	100.5	99	100	0.000	28.0	1.476	5.1	28.0	1.476	5.1	1.403	1.403	1.403	1.403	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	3254	0	0	15.3	15.3	-1.2	-15.3	0.0	2.0	-3860	125	0	100	100	13.3	0.0	13.3	0.0	13.3	13.3	396.5	0.0	0.0	0	0	0	3.0	0	0	576	67.3	67.1	30.1	30.0	7.4	8.9	5	4.1	4.1	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	215	250	128	0	229	0	0	0	37.6	185.5	27.3	1.8	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	NaN	NaN
22.955	150	3979	13.5	-12.4	-2.5	344	0.00	0.0	0.000	30	14.30	77.4	177.9	1	13.5	99.0	99.3	100	100.5	99	100	0.000	28.1	1.483	4.9	28.1	1.483	4.9	1.410	1.410	1.410	1.410	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20	99.1	35.3	900	3079	0	0	15.3	15.3	-1.0	-15.3	0.0	4.0	-3110	144	0	100	100	13.5	0.0	13.5	0.0	13.5	13.5	394.8	0.0	0.0	0	0	0	3.0	0	0	649	67.3	67.1	30.1	30.0	6.6	7.9	5	4.1	4.1	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	128	0	165	0	0	0	37.6	185.4	27.3	1.8	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	NaN	NaN
23.080	151	3901	13.8	-12.4	-2.5	343	0.00	0.0	0.000	30	14.40	77.4	177.9	1	13.6	99.0	99.3	100	100.5	99	100	0.000	28.1	1.475	4.8	28.1	1.475	4.8	1.402	1.402	1.402	1.402	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3001	0	0	15.3	15.3	-0.9	-15.3	0.0	7.0	-2440	154	0	100	100	13.8	0.0	13.8	0.0	13.8	13.8	394.0	0.0	0.0	0	0	0	0.0	0	0	649	67.3	67.1	30.1	30.0	6.6	7.9	5	3.5	3.7	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	128	0	213	0	0	0	37.6	185.1	27.2	1.8	0.0	0.0	0	0	0	1	0	1	0	0	0	0	0	NaN	NaN
23.127	151	4571	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	14.80	77.3	177.4	1	13.6	98.0	99.3	100	100.5	99	100	0.000	27.9	1.453	5.5	27.9	1.453	5.5	1.377	1.377	1.377	1.377	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3671	0	0	15.3	15.3	-0.5	-15.3	-0.2	-10.0	4510	130	0	98	98	13.2	0.0	13.2	0.0	13.2	13.2	400.7	0.0	0.0	0	0	0	-3.0	0	0	649	66.7	66.9	29.8	29.9	6.5	7.8	4	3.5	3.7	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	136	0	177	0	0	0	37.6	185.5	27.3	1.8	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	NaN	NaN
23.183	151	4528	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	14.80	77.1	177.4	1	13.6	98.0	99.3	100	100.5	99	100	0.000	27.9	1.456	5.5	27.9	1.456	5.5	1.384	1.384	1.384	1.384	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3628	0	0	15.3	15.3	-0.5	-15.3	0.0	-2.0	4460	110	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	400.3	0.0	0.0	0	0	0	3.0	0	0	649	66.2	66.7	29.6	29.8	6.5	7.7	4	3.5	3.7	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	2	87	250	128	0	181	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	1	0	0	0	0	0	0	0	0	NaN	NaN
23.240	151	4471	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	14.50	77.1	177.4	1	13.7	98.0	99.3	100	100.5	99	100	0.000	27.9	1.440	5.4	27.9	1.440	5.4	1.369	1.369	1.369	1.369	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3571	0	0	15.3	15.3	-0.8	-15.3	-1.3	0.0	-460	118	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	399.7	0.0	0.0	0	0	0	5.0	0	0	649	66.0	66.2	29.5	29.6	6.4	7.7	4	2.6	3.0	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	136	0	133	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.301	151	4536	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	13.90	77.1	177.4	1	13.7	97.0	99.3	100	100.5	99	100	0.000	27.9	1.437	5.4	27.9	1.437	5.4	1.366	1.366	1.366	1.366	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3636	0	0	15.3	15.3	-1.4	-15.3	0.9	0.0	-250	117	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	400.4	0.0	0.0	0	0	0	5.0	0	0	649	65.8	66.0	29.4	29.5	6.4	7.7	4	2.6	3.0	136	4	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	250	128	0	245	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.364	151	4422	13.2	-12.5	-2.6	343	0.00	0.0	0.000	30	13.70	77.0	177.4	1	13.7	97.0	99.3	100	100.5	99	100	0.000	27.9	1.437	5.3	27.9	1.437	5.3	1.366	1.366	1.366	1.366	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3522	0	0	15.3	15.3	-1.6	-15.3	-0.5	0.0	140	119	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	399.2	0.0	0.0	0	0	0	4.0	0	0	649	65.8	65.8	29.4	29.4	6.4	7.7	4	2.6	3.0	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	1	87	254	128	0	245	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.428	151	4418	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	13.60	77.0	177.4	1	13.8	97.0	99.3	100	100.5	99	100	0.000	27.9	1.423	5.2	27.9	1.423	5.2	1.352	1.352	1.352	1.352	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3518	0	0	15.3	15.3	-1.7	-15.3	4.0	0.0	-540	119	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	399.2	0.0	0.0	0	0	0	4.0	0	0	649	65.5	65.5	29.3	29.3	6.4	7.7	4	1.7	2.1	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	136	0	245	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.492	151	4414	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	13.90	76.8	177.4	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.2	27.9	1.418	5.2	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3514	0	0	15.3	15.3	-1.4	-15.3	-1.6	0.0	-110	120	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	399.1	0.0	0.0	0	0	0	-5.0	0	0	649	64.9	65.1	29.0	29.1	6.3	7.6	4	1.7	2.1	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	2	8	87	254	136	0	212	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.556	151	4421	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	13.90	76.8	177.4	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.2	27.9	1.418	5.2	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3521	0	0	15.3	15.3	-1.4	-15.3	-1.4	0.0	-350	119	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	399.2	0.0	0.0	0	0	0	5.0	0	0	649	64.6	64.9	28.9	29.0	6.3	7.5	4	1.7	2.1	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	225	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.620	151	4373	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	13.90	76.7	177.4	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.2	27.9	1.418	5.2	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3473	0	0	15.3	15.3	-1.4	-15.3	0.6	0.0	-190	119	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	398.7	0.0	0.0	0	0	0	-7.0	0	0	649	64.4	64.6	28.8	28.9	6.3	7.5	4	0.8	1.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	4	87	254	128	0	165	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.684	151	4330	13.2	-12.5	-2.6	343	0.00	0.0	0.000	30	14.60	76.7	177.4	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.1	27.9	1.418	5.1	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3430	0	0	15.3	15.3	-0.7	-15.3	-0.5	0.0	-300	119	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	398.3	0.0	0.0	0	0	0	3.0	0	0	649	64.2	64.4	28.7	28.8	6.3	7.5	4	0.8	1.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	215	254	128	0	165	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.753	151	4331	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	14.70	76.7	177.4	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.1	27.9	1.418	5.1	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3431	0	0	15.3	15.3	-0.6	-15.3	1.5	0.0	-330	119	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	398.3	0.0	0.0	0	0	0	6.0	0	0	649	63.8	64.0	28.5	28.6	6.2	7.4	4	0.8	1.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	149	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.822	151	4319	13.2	-12.5	-2.6	343	0.00	0.0	0.000	30	16.20	76.7	177.4	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.1	27.9	1.418	5.1	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3419	0	0	15.3	15.3	0.9	-15.3	-1.9	0.0	-260	119	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	398.2	0.0	0.0	0	0	0	6.0	0	0	649	63.5	63.8	28.4	28.5	6.2	7.4	4	0.8	1.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	149	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.891	151	4278	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	18.60	76.7	176.8	1	13.8	96.0	99.3	100	100.5	99	100	0.000	27.9	1.418	5.1	27.9	1.418	5.1	1.347	1.347	1.347	1.347	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3378	0	0	15.3	15.3	3.3	-15.3	1.0	0.0	-320	119	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	397.8	0.0	0.0	0	0	0	5.0	0	0	649	63.3	63.5	28.3	28.4	6.2	7.4	4	0.0	0.4	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	209	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
23.960	152	4266	13.2	-12.5	-2.5	343	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	97.0	99.3	100	100.5	99	100	0.000	27.9	1.423	5.1	27.9	1.423	5.1	1.352	1.352	1.352	1.352	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3366	0	0	15.3	15.3	4.6	-15.3	0.2	0.0	-300	120	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	397.7	0.0	0.0	0	0	0	4.0	0	0	462	62.9	63.1	28.1	28.2	8.6	10.3	4	0.0	0.4	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	136	0	213	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.081	152	4226	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	97.0	99.3	100	100.5	99	100	0.000	27.9	1.423	5.0	27.9	1.423	5.0	1.352	1.352	1.352	1.352	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3326	0	0	15.3	15.3	4.6	-15.3	-0.3	0.0	-300	121	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	397.3	0.0	0.0	0	0	0	2.0	0	0	462	62.6	62.6	28.0	28.0	8.6	10.3	4	0.0	0.4	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	4	1	87	254	136	0	212	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.126	152	4192	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	97.0	99.3	100	100.5	99	100	0.000	28.0	1.423	5.0	28.0	1.423	5.0	1.353	1.353	1.353	1.353	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3292	0	0	15.3	15.3	4.6	-15.3	0.0	0.0	-330	122	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.9	0.0	0.0	0	0	0	2.0	0	0	462	62.2	62.0	27.8	27.7	8.5	10.2	4	-0.6	-0.3	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	4	87	254	128	0	165	0	0	0	37.6	185.5	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.174	152	4188	13.2	-12.5	-2.6	343	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	98.0	99.3	100	100.5	99	100	0.000	28.0	1.427	5.0	28.0	1.427	5.0	1.355	1.355	1.355	1.355	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3288	0	0	15.3	15.3	4.6	-15.3	0.2	0.0	-290	123	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.9	0.0	0.0	0	0	0	-7.0	0	0	462	61.7	61.7	27.6	27.6	8.5	10.1	4	-0.6	-0.3	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	136	0	180	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.234	152	4185	13.2	-12.5	-2.6	343	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	98.0	99.3	100	100.5	99	100	0.000	28.0	1.426	5.0	28.0	1.426	5.0	1.355	1.355	1.355	1.355	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3285	0	0	15.3	15.3	4.6	-15.3	-1.3	0.0	-310	123	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.8	0.0	0.0	0	0	0	1.0	0	0	462	61.5	61.5	27.5	27.5	8.4	10.1	4	-0.6	-0.3	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	2	87	254	128	0	197	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.297	152	4151	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	98.0	99.3	100	100.5	99	100	0.000	28.0	1.426	4.9	28.0	1.426	4.9	1.355	1.355	1.355	1.355	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3251	0	0	15.3	15.3	4.6	-15.3	0.5	0.0	-280	123	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.5	0.0	0.0	0	0	0	2.0	0	0	462	61.3	61.3	27.4	27.4	8.4	10.1	4	-1.0	-0.8	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	133	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.361	152	4138	13.2	-12.5	-2.5	345	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	98.0	99.3	100	100.5	99	100	0.000	28.0	1.426	4.9	28.0	1.426	4.9	1.355	1.355	1.355	1.355	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3238	0	0	15.3	15.3	4.6	-15.3	0.3	0.0	-290	123	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.4	0.0	0.0	0	0	0	3.0	0	0	462	60.8	60.8	27.2	27.2	8.3	10.0	4	-1.0	-0.8	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	133	0	0	0	37.7	185.8	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.425	152	4122	13.2	-12.5	-2.6	343	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	99.0	99.3	100	100.5	99	100	0.000	28.0	1.429	4.9	28.0	1.429	4.9	1.358	1.358	1.358	1.358	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3222	0	0	15.3	15.3	4.6	-15.3	-1.2	0.0	-320	124	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.2	0.0	0.0	0	0	0	1.0	0	0	462	60.6	60.6	27.1	27.1	8.3	9.9	4	-1.0	-0.8	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	215	254	128	0	213	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.489	152	4117	13.2	-12.5	-2.5	344	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	99.0	99.3	100	100.5	99	100	0.000	28.0	1.429	4.9	28.0	1.429	4.9	1.358	1.358	1.358	1.358	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3217	0	0	15.3	15.3	4.6	-15.3	0.7	0.0	-280	124	0	100	100	13.2	0.0	13.2	0.0	13.2	13.2	396.2	0.0	0.0	0	0	0	4.0	0	0	462	60.4	60.4	27.0	27.0	8.3	9.9	4	-1.4	-1.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	128	0	129	0	0	0	37.7	185.7	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
24.553	152	4087	13.2	-12.5	-2.5	343	0.00	0.0	0.000	30	19.90	76.7	176.8	1	13.8	99.0	99.3	100	100.5	99	100	0.000	28.0	1.429	4.9	28.0	1.429	4.9	1.358	1.358	1.358	1.358	0.000	0.000	0.000	0.000	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.2	0.0	0.0	0.0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10	99.1	35.3	900	3187	0	0	15.3	15.3	4.6	-15.3	-0.2	0.0	-290	125	0	99	99	13.2	0.0	13.2	0.0	13.2	13.2	395.9	0.0	0.0	0	0	0	4.0	0	0	462	60.2	60.4	26.9	27.0	8.2	9.9	4	-1.4	-1.2	136	0	0	0	0	0	0	0	0	0.0	0.0	0.0	32.768	0.0	0	0	87	254	136	0	132	0	0	0	37.6	185.6	27.3	1.8	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	NaN	NaN
